Symbol,Company Name,Sector Index
JOHNPHARMA,JOHNSON PHARMACARE LIMITED,NIFTY SERVICES
GAIL,Gail (India) Ltd.,NIFTY ENERGY
VAIBHAVGBL,Vaibhav Global Ltd,NIFTY CONSUMER DURABLES
TRESCON,TRESCON LIMITED,NIFTY REALTY
GUJSTATFIN,Gujarat State Financial corporation,NIFTY FINANCIAL SERVICES
JKPAPER,JK Paper Ltd.,
SAREGAMA,Saregama India Ltd.,NIFTY MEDIA
MINOLTAF,Minolta Finance Ltd.,NIFTY FINANCIAL SERVICES
OMKARPH,Omkar Pharmachem Ltd.,NIFTY CHEMICALS
ADROITINFO,Adroit Infotech Limited,NIFTY IT
CYBERTECH,Cybertech Systems and Software Ltd.,NIFTY IT
ICICIBANK,ICICI Bank Ltd.,NIFTY FINANCIAL SERVICES
CYIENT,Cyient Limited,NIFTY IT
ENGINERSIN,Engineers India Ltd.,
DHANBANK,Dhanlaxmi Bank Limited,NIFTY FINANCIAL SERVICES
GMDCLTD,Gujarat Mineral Development Corpora,NIFTY METAL
GAYATRI,Gayatri Sugars Ltd.,NIFTY FMCG
INDUSINDBK,IndusInd Bank Ltd.,NIFTY FINANCIAL SERVICES
ITDC,India Tourism Development Corporati,NIFTY SERVICES
J&KBANK,Jammu and Kashmir Bank Ltd.,NIFTY FINANCIAL SERVICES
CUB,City Union Bank Ltd,NIFTY FINANCIAL SERVICES
ARCHIES,Archies Ltd.,NIFTY CONSUMER DURABLES
AXISBANK,AXIS Bank Ltd.,NIFTY FINANCIAL SERVICES
HBSL,HB Stockholdings Ltd.,NIFTY FINANCIAL SERVICES
SIELFNS,Siel Financial Services Ltd.,NIFTY FINANCIAL SERVICES
SOUTHBANK,South Indian Bank Ltd.,NIFTY FINANCIAL SERVICES
ENERGYDEV,Energy Development Company Ltd.,
SONATSOFTW,Sonata Software Ltd.,NIFTY IT
BENGALT,Bengal Tea & fabrics Ltd.,NIFTY FMCG
NATIONALUM,National Aluminium Co. Ltd.,NIFTY METAL
INDNIPPON,India Nippon Electricals Ltd,NIFTY AUTO
NSIL,Nalwa Sons Investment Ltd,NIFTY FINANCIAL SERVICES
APARINDS,Apar Industries Ltd,
TCIIND,TCI Industries Ltd.,NIFTY SERVICES
ACCELYA,ACCELYA SOLUTIONS INDIA LIMITED,NIFTY IT
ORCHASP,ORCHASP LIMITED,NIFTY IT
LANDMARC,Landmarc Leisure Corporation Ltd.,NIFTY FINANCIAL SERVICES
HCLTECH,HCL Technologies Ltd,NIFTY IT
TCFCFINQ,TCFC Finance Ltd,NIFTY FINANCIAL SERVICES
GEOJITFSL,Geojit Financial Services Limited,NIFTY FINANCIAL SERVICES
JINDALSTEL,Jindal Steel & Power Ltd,NIFTY METAL
BLBLIMITED,BLB Limited,NIFTY FINANCIAL SERVICES
GLENMARK,Glenmark Pharmaceuticals ltd,NIFTY PHARMA
WOCKPHARMA,Wockhardt Ltd,NIFTY PHARMA
INTEGHIT,Integrated Hi-tech ltd.,NIFTY IT
KJMCCORP,KJMC Corporate Advisors (India) Ltd.,NIFTY FINANCIAL SERVICES
INDSWFTLAB,Ind-Swift Laboratories Ltd.,NIFTY PHARMA
GEPIL,GE Power India Limited,
SHREERAMA,Shree Rama Multi-tech Ltd.,
MAHLIFE,Mahindra Lifespace Developers Ltd.,NIFTY REALTY
GROARC,GROARC INDUSTRIES INDIA LIMITED,NIFTY IT
VAARAD,Vaarad Ventures Ltd,NIFTY FINANCIAL SERVICES
ZYDUSLIFE,Zydus Lifesciences Limited,NIFTY PHARMA
SHIVACEM,Shiva Cement Ltd.,NIFTY CONST MAT
CINEVISTA,Cinevista Limited,NIFTY MEDIA
INTENTECH,Intense Technologies,NIFTY IT
DANLAW,Danlaw Technologies India Ltd.,
AJANTPHARM,Ajanta Pharma Ltd.,NIFTY PHARMA
CURAA,Cura Technologies Limited,NIFTY IT
HBPOR,HB Portfolio Ltd.,NIFTY FINANCIAL SERVICES
HBESD,HB Estate Developers Ltd.,NIFTY REALTY
AMBICAAGAR,Ambica Agarbathies & Aroma Ind. Ltd.,NIFTY FMCG
COMPUSOFT,Compucom Software Lt.,NIFTY SERVICES
OMNIAX,Omni Axs Software Ltd.,NIFTY IT
IZMO,IZMO Limited,NIFTY IT
TVSMOTOR,TVS Motor Company Ltd.,NIFTY AUTO
SOFTSOL,SoftSol India Limited.,NIFTY REALTY
ACLGATI,ALLCARGO GATI LIMITED,NIFTY SERVICES
SUBEXLTD,Subex  Ltd,NIFTY IT
TCI,Transport Corporation of India Ltd,NIFTY SERVICES
PADMALAYAT,Padmalaya Telefilms Ltd.,NIFTY MEDIA
AKSHOPTFBR,Aksh Optifibre Ltd.,NIFTY TELECOM
VIRGOGLOB,Virgo Global Limited,NIFTY IT
PICTUREHS,Picturehouse Media Limited,NIFTY MEDIA
TRIVENI,Triveni Engineering & Industries Ltd,NIFTY FMCG
MUKTAARTS,Mukta Arts Ltd.,NIFTY MEDIA
HITKITGLO,Hit Kit Global Solutions Ltd,NIFTY IT
NAGPI,Nagpur Power & Industries Ltd,NIFTY METAL
DSSL,Dynacons Systems & Solutions Ltd.,NIFTY IT
PNBGILTS,PNB Gilts Ltd,NIFTY FINANCIAL SERVICES
BCG,BRIGHTCOM GROUP LIMITED,NIFTY IT
RAMCOIND,Ramco Industries Ltd,NIFTY CONST MAT
RAMCOSYS,Ramco Systems Ltd,NIFTY IT
TTML,Tata Teleservices (Maharashtra) Ltd.,NIFTY TELECOM
VIRINCHI,Virinchi Limited,NIFTY IT
WEPSOLN,WEP Solutions Ltd,NIFTY IT
STLTECH,Sterlite Technologies Limited.,NIFTY TELECOM
TIPSMUSIC,TIPS MUSIC LIMITED,NIFTY MEDIA
UMIYA-MRO,UMIYA BUILDCON LIMITED,NIFTY TELECOM
UNIVARTS,Universal Arts Ltd,NIFTY MEDIA
FIRSTFIN,FIRST FINTEC LIMITED,NIFTY IT
BABA,Baba Arts Ltd,NIFTY MEDIA
BALAJITELE,Balaji Telefilms Ltd.,NIFTY MEDIA
TYCHE,Tyche Industries Ltd.,NIFTY PHARMA
CALSOFT,California Software Co. Ltd.,NIFTY IT
PNC,Pritish Nandy Communications Ltd,NIFTY MEDIA
IOB,Indian Overseas Bank,NIFTY FINANCIAL SERVICES
TAJGVK,Taj GVK Hotels & Resorts Ltd.,NIFTY SERVICES
CREATIVEYE,Creative Eye Ltd.,NIFTY MEDIA
AXISCADES,AXISCADES TECHNOLOGIES LIMITED,
KONNDOR,KONNDOR INDUSTRIES LIMITED,
UMESLTD,Usha Martin Education & Solutions Limited,NIFTY SERVICES
BSOFT,BIRLASOFT LIMITED,NIFTY IT
USGTECH,USG Tech Solutions Ltd,NIFTY IT
7TEC,Saven Technologies Ltd.,NIFTY IT
AVANTEL,Avantel Limited,
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,NIFTY IT
MEGASOFT,Megasoft Ltd.,NIFTY TELECOM
TRANSCOR,Transcorp International Ltd.,NIFTY FINANCIAL SERVICES
CEREBRAINT,Cerebra Integrated Technologies Ltd.,NIFTY IT
NEXTMEDIA,Next Mediaworks Ltd,NIFTY MEDIA
SMARTLINK,Smartlink Holdings Limited,NIFTY IT
GODREJCP,Godrej Consumer Products Ltd.,NIFTY FMCG
GENUSPRIME,GENUS PRIME INFRA LIMITED,NIFTY CHEMICALS
BFUTILITIE,BF Utilities Ltd.,NIFTY SERVICES
UNITDSPR,United Spirits Limited,NIFTY FMCG
SANINFRA,Sanmit Infra Limited,NIFTY ENERGY
OLECTRA,OLECTRA GREENTECH LIMITED,NIFTY AUTO
MPSLTD,MPS Limited,NIFTY SERVICES
CERA,Cera Sanitaryware Ltd.,NIFTY CONSUMER DURABLES
TSPIRITUAL,T. Spiritual World Ltd.,NIFTY IT
BHARTIARTL,Bharti Airtel  Ltd.,NIFTY TELECOM
SHALIWIR,Shalimar Wires Industries Ltd.,
GULPOLY,Gulshan Polyols Ltd.,NIFTY FMCG
PONNIERODE,Ponni Sugars (Erode) Ltd.,NIFTY FMCG
PNB,Punjab National Bank,NIFTY FINANCIAL SERVICES
OFSS,Oracle Financial Services Software Limited,NIFTY IT
HAZOOR,Hazoor Multi Projects Limited,NIFTY REALTY
KAMAHOLD,Kama Holdings Limited,NIFTY FINANCIAL SERVICES
APTECHT,Aptech Ltd.,NIFTY SERVICES
UNIONBANK,Union Bank of India,NIFTY FINANCIAL SERVICES
UBL,United Breweries Ltd.,NIFTY FMCG
NOIDATOLL,Noida Toll Bridge Company Ltd,NIFTY SERVICES
GRANULES,Granules India Ltd.,NIFTY PHARMA
CANBK,Canara Bank,NIFTY FINANCIAL SERVICES
BLIL,Balmer Lawrie Investments Ltd.,NIFTY FINANCIAL SERVICES
POKARNA,Pokarna Ltd.,NIFTY CONSUMER DURABLES
DIVISLAB,Divi's Laboratories Ltd.,NIFTY PHARMA
ASTRAMICRO,Astra Microwave Products Ltd.,
RADICO,Radico Khaitan Ltd.,NIFTY FMCG
MARUTI,Maruti Suzuki India  Ltd.,NIFTY AUTO
RAJPALAYAM,Rajapalayam Mills Limited,
NAVINFLUOR,Navin Fluorine International Limited,NIFTY CHEMICALS
UCOBANK,UCO Bank,NIFTY FINANCIAL SERVICES
BAGFILMS,B.A.G. Films & Media Ltd,NIFTY MEDIA
JSL,Jindal Stainless Limited,NIFTY METAL
SUPRAJIT,Suprajit Engineering Ltd.,NIFTY AUTO
TVSELECT,TVS Electronics Ltd.,NIFTY IT
IGL,Indraprashtha Gas Ltd.,NIFTY ENERGY
TVTODAY,T.V.Today Network Limited,NIFTY MEDIA
PALREDTEC,Palred Technologies Limited,NIFTY IT
PETRONET,PETRONET LNG LTD.,NIFTY ENERGY
BIOCON,Biocon Ltd.,NIFTY PHARMA
PTC,PTC India Ltd,
MAHABANK,Bank of maharashtra,NIFTY FINANCIAL SERVICES
RKFORGE,ramkrishna forgings Ltd.,NIFTY AUTO
DATAMATICS,Datamatics Global Services Limited,NIFTY IT
NDTV,New Delhi Television Limited,NIFTY MEDIA
STAR,STRIDES PHARMA SCIENCE LIMITED,NIFTY PHARMA
ULTRACEMCO,UltraTech Cement Ltd,NIFTY CONST MAT
UNOMINDA,UNO Minda Limited,NIFTY AUTO
TCS,Tata Consultancy Services Ltd.,NIFTY IT
COFORGE,COFORGE LIMITED,NIFTY IT
GULFPETRO,GP Petroleums Limited,NIFTY ENERGY
CENTURYPLY,Century Plyboards (India) Ltd.,NIFTY CONSUMER DURABLES
WELENT,Welspun Enterprises Limited,
NTPC,NTPC Limited,
SALSTEEL,S.A.L. Steel Ltd.,NIFTY METAL
JBMA,JBM Auto Limited,NIFTY AUTO
DWARKESH,Dwarikesh Sugar Industries Ltd.,NIFTY FMCG
INDOCO,Indoco Remedies Ltd.,NIFTY PHARMA
VIPCLOTHNG,VIP Clothing Limited,
IMPEXFERRO,Impex Ferro tech Ltd.,NIFTY METAL
XCHANGING,Xchanging Solutions Limited,NIFTY IT
JINDALPHOT,Jindal Photo Limited,NIFTY FINANCIAL SERVICES
POCL,Pondy Oxides & Chemicals Limited,NIFTY METAL
JPPOWER,Jaiprakash Power Ventures Limited,
3IINFOLTD,3i Infotech limited,NIFTY IT
GOKEX,Gokaldas Exports Ltd,
ALLDIGI,Alldigi Tech Limited,NIFTY SERVICES
IIFL,IIFL FINANCE LIMITED ,NIFTY FINANCIAL SERVICES
MANGALAM,Mangalam Drugs and Organics Ltd.,NIFTY PHARMA
SHOPERSTOP,Shoppers Stop Ltd,NIFTY SERVICES
CYBERMEDIA,Cyber Media (India) Ltd.,NIFTY MEDIA
NDL,Nandan Denim Limited,
JSWHL,JSW Holdings Limited,NIFTY FINANCIAL SERVICES
JKCEMENT,J.K. CEMENT LTD,NIFTY CONST MAT
BEEYU,Beeyu Overseas Ltd.,NIFTY SERVICES
YESBANK,Yes Bank Ltd.,NIFTY FINANCIAL SERVICES
NECLIFE,Nectar Lifesciences Limited,NIFTY PHARMA
MSPL,MSP STEEL & POWER LTD.,
SPLIL,SPL INDUSTRIES LIMITED,
KTKBANK,Karnataka Bank Ltd.,NIFTY FINANCIAL SERVICES
MCLEODRUSS,McLeod Russel India Limited,NIFTY FMCG
FACORALL,FACOR Alloys Limited,NIFTY METAL
RML,Rane (Madras)  Ltd.,NIFTY AUTO
HTMEDIA,HT Media Ltd,NIFTY MEDIA
SASKEN,Sasken Technologies Limited,NIFTY IT
FCSSOFT,FCS Software Solutions Ltd.,NIFTY IT
SUZLON,SUZLON ENERGY LTD.,
AURIONPRO,Aurionpro Solutions Ltd.,NIFTY IT
RENUKA,Shree Renuka Sugars Ltd.,NIFTY FMCG
KMSUGAR,K. M. Sugar Mills Ltd.,NIFTY FMCG
BASML,Bannari Amman Spinning Mills Ltd,
PBAINFRA,PBA INFRASTRUCTURE LTD.,
AIAENG,AIA Engineering Ltd.,
EKC,Everest Kanto Cylinders Ltd.,
KERNEX,Kernex Microsystems (India) Ltd.,NIFTY SERVICES
REPRO,Repro India Ltd.,NIFTY MEDIA
PVRINOX,PVR INOX LIMITED,NIFTY MEDIA
ASMS,Bartronics India Ltd.,NIFTY IT
CELEBRITY,Celebrity Fashions Ltd.,
NITINSPIN,Nitin Spinners Ltd.,
ROHLTD,Royal Orchid Hotels Ltd,NIFTY SERVICES
ENIL,Entertainment Network (India) Ltd,NIFTY MEDIA
CELLA,CELLA SPACE LIMITED,
GSPL,Gujarat State Petronet Ltd.,NIFTY ENERGY
JAGRAN,Jagran Prakashan Limited,NIFTY MEDIA
DYNPRO,Dynemic Products Ltd.,NIFTY CHEMICALS
GVKPIL,GVK Power & Infrastructure Ltd,
SADBHAV,Sadbhav Engineering Ltd.,
SAKUMA,Sakuma Exports Ltd.,NIFTY SERVICES
KEC,KEC International Ltd.,
GILLANDERS,Gillanders Arbuthnot & Co. Ltd.,NIFTY FMCG
INDOTECH,Indo Tech Transformers Limited,
BLKASHYAP,B L Kashyap and Sons Ltd,
M&MFIN,Mahindra & Mahindra Financial Services Limited,NIFTY FINANCIAL SERVICES
VISASTEEL,Visa Steel Limited,NIFTY METAL
NITCO,Nitco Ltd.,NIFTY CONSUMER DURABLES
MPDL,MPDL LIMITED,NIFTY REALTY
SOLARINDS,Solar Industries India Limited,NIFTY CHEMICALS
GALLANTT,GALLANTT ISPAT LIMITED,
MALUPAPER,Malu Paper Mills Limited,
UTTAMSUGAR,Uttam Sugar Mills Ltd,NIFTY FMCG
SGL,STL Global Ltd,
KKCL,Kewal Kiran Clothing Ltd.,
SUNTV,SUN TV NETWORK LIMITED,NIFTY MEDIA
GPIL,GODAWARI POWER AND ISPAT LTD.,
RSYSTEMS,R Systems International Limited,NIFTY IT
EMKAY,Emkay Global Financial Services Ltd,NIFTY FINANCIAL SERVICES
TICL,TWAMEV CONSTRUCTION AND INFRASTRUCTURE LIMITED,
LOKESHMACH,Lokesh Machines Limited,
KAMDHENU,Kamdhenu Limited,
PAUSHAKLTD,PAUSHAK LIMITED (formerly known as Darshak Limited),NIFTY CHEMICALS
GTNTEX,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),
INDICAP,Inditrade Capital Limited,NIFTY FINANCIAL SERVICES
PFOCUS,Prime Focus Limited,NIFTY MEDIA
ALLCARGO,Allcargo Logistics Ltd,NIFTY SERVICES
GMRAIRPORT,GMR Airports Limited,NIFTY SERVICES
TECHM,Tech Mahindra Limited,NIFTY IT
CIEINDIA,CIE Automotive India Limited,NIFTY AUTO
VOLTAMP,VOLTAMP TRANSFORMERS LIMITED,
ATLANTAA,ATLANTAA LIMITED,NIFTY SERVICES
HOVS,HOV Services Limited,NIFTY IT
ACE,Action Construction Equipments Ltd.,
GEECEE,GeeCee Ventures Limited,NIFTY REALTY
RICHAIND,Richa Industries Limited,
GAYAPROJ,Gayatri Projects Limited,
FIEMIND,FIEM INDUSTRIES LIMITED,NIFTY AUTO
JHS,JHS Svendgaard Laboratories Ltd.,NIFTY FMCG
DCBBANK,DCB Bank Limited,NIFTY FINANCIAL SERVICES
GLOBALVECT,Global Vectra Helicorp Ltd.,NIFTY SERVICES
INSPIRISYS,Inspirisys Solutions Limited,NIFTY IT
GTLINFRA,GTL Infrastructure Limited,NIFTY TELECOM
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED,NIFTY AUTO
NAUKRI,Info Edge(India) Ltd.,NIFTY SERVICES
TORNTPOWER,TORRENT POWER LIMITED,
PARSVNATH,Parsvnath Developers Ltd.,NIFTY REALTY
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LIMITED,
LTFOODS,LT Foods Limited,NIFTY FMCG
SOBHA,Sobha Limited,NIFTY REALTY
RUCHIRA,Ruchira Papers Ltd,
TANLA,TANLA PLATFORMS LIMITED,NIFTY IT
ZEEMEDIA,Zee Media Corporation Limited,NIFTY MEDIA
SITINET,Siti Networks Limited,NIFTY MEDIA
LUMAXTECH,Lumax Auto Technologies Ltd.,NIFTY AUTO
AUTOIND,AUTOLINE INDUSTRIES LTD.,NIFTY AUTO
NETWORK18,Network 18 Media & Investments Limited,NIFTY MEDIA
HUBTOWN,Hubtown Limited,NIFTY REALTY
CTE,Cambridge Technology Enterprises Ltd.,NIFTY IT
TIIL,Technocraft Industries (India) Ltd.,
REDINGTON,Redington Limited,NIFTY SERVICES
AICHAMP,AI CHAMPDANY INDUSTRIES LIMITED,
CINELINE,Cineline India Limited,NIFTY MEDIA
PGIL,Pearl Global Industries Limited,
FSL,Firstsource Solutions Ltd.,NIFTY SERVICES
PFC,Power Finance Corporation Ltd,NIFTY FINANCIAL SERVICES
AHLUCONT,Ahluwalia Contracts (India) Ltd,
TFL,Transwarranty Finance Limited,NIFTY FINANCIAL SERVICES
INDIANB,Indian Bank,NIFTY FINANCIAL SERVICES
SMSPHARMA,SMS Pharmaceuticals Ltd,NIFTY PHARMA
ORIENTALTL,Oriental Trimex Limited,NIFTY CONSUMER DURABLES
ELAND,E-Land Apparel Limited,
IDEA,VODAFONE IDEA LIMITED,NIFTY TELECOM
JAGJANANI,JAGJANANI TEXTILES LIMITED,
RAJTV,Raj Television Network Ltd,NIFTY MEDIA
PAGEIND,Page Industries Ltd.,
AMDIND,AMD Industries Ltd,
LEHAR,LEHAR FOOTWEARS LIMITED,NIFTY CONSUMER DURABLES
ASTRAL,ASTRAL LIMITED,
EMBDL,EMBASSY DEVELOPMENTS LIMITED,NIFTY REALTY
CAMLINFINE,Camlin Fine Sciences Ltd,NIFTY CHEMICALS
ICRA,ICRA Limited,NIFTY FINANCIAL SERVICES
DISHTV,Dish TV India Limited,NIFTY MEDIA
SAHYADRI,SAHYADRI INDUSTRIES LTD.,NIFTY CONST MAT
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NIFTY CHEMICALS
FORTIS,Fortis Healthcare Ltd,NIFTY PHARMA
TGBHOTELS,TGB Banquets and Hotels Limited,NIFTY SERVICES
HILTON,HILTON METAL FORGING LIMITED,
DELTACORP,Delta Corp Limited,NIFTY SERVICES
MICEL,MIC Electronics Limited,
INSECTICID,Insecticides India Ltd.,NIFTY CHEMICALS
ASAHISONG,Asahi Songwon Colors Ltd.,NIFTY CHEMICALS
HARYNACAP,Haryana Capfin Ltd.,NIFTY FINANCIAL SERVICES
TIMETECHNO,Time Technoplast Limited,
HGS,Hinduja Global Solutions Limited,NIFTY SERVICES
NELCAST,Nelcast Limited,
V2RETAIL,V2 Retail Limited,NIFTY SERVICES
DLF,DLF LIMITED,NIFTY REALTY
TARMAT,Tarmat Limited,
ANKITMETAL,Ankit Metal  & Power Limited,NIFTY METAL
SPARC,Sun Pharma Advanced Research Company Ltd.,NIFTY PHARMA
ADSL,Allied Digital Services Limited,NIFTY IT
ALPA,Alpa Laboratories Limited,NIFTY PHARMA
SSLEL,Sir Shadi Lal Enterprises Ltd,NIFTY FMCG
OMAXE,OMAXE LIMITED,NIFTY REALTY
REFEX,Refex Industries Limited,NIFTY CHEMICALS
CENTRALBK,Central Bank of India,NIFTY FINANCIAL SERVICES
SELMC,SEL Manufacturing Company Limited,
ASIANTILES,ASIAN GRANITO INDIA LIMITED,NIFTY CONSUMER DURABLES
KPRMILL,K.P.R. Mill Ltd.,
TAKE,Take Solutions Ltd,NIFTY PHARMA
PURVA,Puravankara Limited,NIFTY REALTY
MOTILALOFS,Motilal Oswal Financial Services Limited,NIFTY FINANCIAL SERVICES
VTMLTD,VTM Ltd,
INDOWIND,Indowind Energy Ltd.,
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NIFTY FINANCIAL SERVICES
MAGNUM,MAGNUM VENTURES LIMITED,
POWERGRID,POWER GRID CORPORATION OF INDIA LIMITED,
KSCL,Kaveri Seed Company Ltd,NIFTY FMCG
PAISALO,PAISALO DIGITAL LIMITED,NIFTY FINANCIAL SERVICES
CCCL,Consolidated Construction Consortium Ltd,NIFTY REALTY
SUPREMEINF,Supreme Infrastructure India Limited,
MAANALU,MAAN ALUMINIUM LIMITED,NIFTY METAL
IL&FSENGG,IL&FS Engineering and Construction Company Ltd,
PARLEIND,PARLE INDUSTRIES LIMITED,NIFTY SERVICES
RELIGARE,Religare Enterprises Ltd,NIFTY FINANCIAL SERVICES
BVCL,BARAK VALLEY CEMENTS LIMITED,NIFTY CONST MAT
RATHIBAR,RATHI BARS LIMITED,
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,NIFTY SERVICES
EDELWEISS,Edelweiss Financial Services Ltd.,NIFTY FINANCIAL SERVICES
RGL,RENAISSANCE GLOBAL LIMITED,NIFTY CONSUMER DURABLES
KOLTEPATIL,Kolte-Patil Developers Ltd,NIFTY REALTY
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,NIFTY SERVICES
JYOTHYLAB,JYOTHY LABS LIMITED,NIFTY FMCG
ECLERX,eClerx Services Limited,NIFTY SERVICES
TARIL,Transformers and Rectifiers (India) Limited,
BRIGADE,Brigade Enterprises Limited,NIFTY REALTY
BGRENERGY,BGR ENERGY SYSTEMS LIMITED,
MANAKSIA,MANAKSIA LIMITED,
PORWAL,PORWAL AUTO COMPONENTS LIMITED,NIFTY AUTO
PPAP,PPAP Automotive Limited,NIFTY AUTO
ARIES,Aries Agro Limited,NIFTY CHEMICALS
KUANTUM,Kuantum Papers Limited,
RPOWER,Reliance Power Limited,
JKIL,J. Kumar Infraprojects Limited,
CORDSCABLE,Cords Cable Industries Limited,
KNRCON,KNR Constructions Limited,
ONMOBILE,OnMobile Global Ltd.,NIFTY MEDIA
SEPC,SEPC LIMITED,
BANG,Bang Overseas Ltd,
IRB,IRB Infrastructure Developers Limited,
GSS,GSS Infotech Ltd,NIFTY IT
NAHARCAP,Nahar Capital & Financial Services Ltd.,NIFTY FINANCIAL SERVICES
VGUARD,V-Guard Industries Ltd.,NIFTY CONSUMER DURABLES
RECLTD,REC LIMITED,NIFTY FINANCIAL SERVICES
GOKAKTEX,GOKAK TEXTILES LTD.,
DHANI,Dhani Services Limited,NIFTY FINANCIAL SERVICES
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,
KIRIINDUS,KIRI INDUSTRIES LIMITED,NIFTY CHEMICALS
BIRLAMONEY,Aditya Birla  Money Ltd,NIFTY FINANCIAL SERVICES
TELOGICA,TELOGICA LIMITED,NIFTY TELECOM
JAIBALAJI,Jai Balaji Industries Limited,NIFTY METAL
BAJAJ-AUTO,Bajaj Auto Limited,NIFTY AUTO
BAJAJFINSV,Bajaj Finserv Limited,NIFTY FINANCIAL SERVICES
GOKUL,Gokul Refoils and Solvent Limited,NIFTY FMCG
RPGLIFE,RPG Life Sciences Limited,NIFTY PHARMA
SENSEX1,Kotak Mahindra Mutual Fund,NIFTY FINANCIAL SERVICES
NIRAJ,Niraj Cement Structurals Limited,
BAFNAPH,Bafna Pharmaceuticals Limited,NIFTY PHARMA
CHLLTD,CHL Limited,NIFTY SERVICES
SEJALLTD,SEJAL GLASS LIMITED,
ARCHIDPLY,Archidply Industries Limited,NIFTY CONSUMER DURABLES
LOTUSEYE,Lotus Eye Hospital And Institute Limited,NIFTY PHARMA
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,
LGBFORGE,LGB Forge Limited,NIFTY AUTO
LPDC,Landmark Property Development Company Ltd.,NIFTY REALTY
SICAGEN,Sicagen India Limited,NIFTY SERVICES
SIMPLXMIL,SIMPLEX MILLS COMPANY LIMITED,
SIMPLXPAP,SIMPLEX PAPERS LTD.,
20MICRONS,20 Microns Limited,NIFTY METAL
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NIFTY AUTO
ALKALI,Alkali Metals Limited,NIFTY CHEMICALS
ISGEC,ISGEC Heavy Engineering Limited,
IMFA,Indian Metals & Ferro Alloys Limited,NIFTY METAL
TPHQ,Teamo Productions HQ Limited,
VEDAVAAG,VEDAVAAG Systems Limited,NIFTY IT
MOLDTKPAC,Mold-Tek Packaging Limited,
MHRIL,Mahindra Holidays & Resorts India Limited,NIFTY SERVICES
EXCEL,Excel Realty N Infra Limited,NIFTY SERVICES
ROML,RAJ OIL MILLS LIMITED,NIFTY FMCG
BENGALASM,Bengal & Assam Company Limited,NIFTY FINANCIAL SERVICES
ADANIPOWER,Adani Power Limited,
NHPC,NHPC Limited,
PEIL,Premier Energy and Infrastructure  Limited,
SURYAAMBA,Suryaamba Spinning Mills Limited,
GLOBUSSPR,Globus Spirits Limited,NIFTY FMCG
OIL,Oil India Limited,NIFTY ENERGY
BTTL,Bhilwara Technical Textiles Limited,
SPSL,Shree Precoated Steels Limited,
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,NIFTY IT
RTNPOWER,RattanIndia Power Limited,
DEN,DEN Networks Limited,NIFTY MEDIA
ASTEC,ASTEC LIFESCIENCES LIMITED,NIFTY CHEMICALS
DLINKINDIA,D-Link (India) Ltd,NIFTY IT
JSWENERGY,JSW Energy Limited,
YUNIKM,Yunik Managing Advisors Limited,NIFTY FINANCIAL SERVICES
GODREJPROP,Godrej Properties Limited,NIFTY REALTY
DBCORP,D.B.Corp Limited,NIFTY MEDIA
MBLINFRA,MBL Infrastructure Ltd,
JUBLFOOD,Jubilant Foodworks Limited,NIFTY SERVICES
VASCONEQ,Vascon Engineers Limited,NIFTY REALTY
THANGAMAYL,Thangamayil Jewellery Limited,NIFTY CONSUMER DURABLES
DBREALTY,VALOR ESTATE LIMITED,NIFTY SERVICES
EMMBI,Emmbi Industries Limited,
HATHWAY,Hathway Cable & Datacom Limited,NIFTY MEDIA
ARSSINFRA,ARSS Infrastructure Projects Limited,
TEXMOPIPES,Texmo Pipes and Products Limited,
SUNDARAM,Sundaram Multi Pap Ltd.,NIFTY FMCG
ROSSELLIND,Rossell India Limited,NIFTY FMCG
MANINFRA,MAN INFRACONSTRUCTION LIMITED,
TAMBOLIIN,TAMBOLI INDUSTRIES LIMITED,NIFTY FINANCIAL SERVICES
IL&FSTRANS,IL&FS Transportation Networks Limited,
PERSISTENT,Persistent Systems Limited,NIFTY IT
ISFT,Intrasoft Technologies Limited,NIFTY SERVICES
GOENKA,Goenka Diamond & Jewels Ltd,NIFTY CONSUMER DURABLES
KCPSUGIND,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,NIFTY FMCG
KECL,KIRLOSKAR ELECTRIC COMPANY LTD.,
SATCH,SATCHMO HOLDINGS LIMITED,NIFTY SERVICES
TARAPUR,TARAPUR TRANSFORMERS LIMITED,
SJVN,SJVN LIMITED,
EMAMIPAP,Emami Paper Mills Ltd.,
KRITINUT,Kriti Nutrients Ltd,NIFTY FMCG
GKB,GKB Ophthalmics Ltd.,NIFTY PHARMA
HMVL,Hindustan Media Ventures Limited,NIFTY MEDIA
EMAMIREAL,EMAMI REALTY LIMITED,NIFTY REALTY
AHLEAST,Asian Hotels (East) Limited,NIFTY SERVICES
